Transaction_ID,Date,Outlet,Product_Category,Product_Name,Quantity,Unit_Price,Total_Amount,Customer_Type
T100344,29/02/2024,north hub,Pastry,Muffin,3,239.52,718.56,Regular
T100345,22/04/2024,north hub,Coffee,Espresso,2,216.56,433.12,Regular
T100346,02/01/2024,Central,Tea,Green Tea,4,84.86,339.44,New
T100347,01/01/2024,south point,Snacks,Cookie,4,331.85,1327.4,Regular
T100348,17/02/2024,south point,Coffee,Cappuccino,4,101.15,404.6,Regular
T100349,12/01/2024,North Hub,Coffee,Americano,1,265.82,265.82,Regular
T100350,09/03/2024,South Point,Tea,Green Tea,2,291.95,583.9,New
T100351,06/02/2024,CENTRAL,Snacks,Brownie,4,294.73,1178.92,Regular
T100352,01/02/2024,NORTH HUB,Coffee,Cappuccino,1,116.58,116.58,New
T100353,28/04/2024,SOUTH POINT,Coffee,Cappuccino,1,200.84,200.84,Regular
T100354,09/01/2024,Central,Snacks,Brownie,1,303.95,303.95,Regular
T100355,14/04/2024,north hub,Sandwich,Cheese Sandwich,2,161.72,323.44,Regular
T100356,08/04/2024,North Hub,Coffee,Americano,1,206.29,206.29,New
T100357,19/01/2024,south point,Pastry,Croissant,2,153.65,307.3,Regular
T100358,17/02/2024,Central,Snacks,Bagel,3,205.16,615.48,Regular
T100359,20/03/2024,SOUTH POINT,Coffee,Americano,1,319.72,319.72,Regular
T100360,03/01/2024,NORTH HUB,Tea,Black Tea,4,202.88,811.52,Regular
T100361,20/01/2024,North Hub,Pastry,Muffin,1,230.1,230.1,New
T100362,24/01/2024,SOUTH POINT,Coffee,Cappuccino,3,189.07,567.21,Regular
T100363,23/02/2024,north hub,Pastry,Muffin,3,204.23,612.69,Regular
T100364,29/04/2024,north hub,Pastry,Danish,1,84.1,84.1,Regular
T100365,02/02/2024,north hub,Sandwich,Veg Sandwich,3,156.61,469.83,Regular
T100366,24/01/2024,Central,Pastry,Croissant,2,197.88,395.76,New
T100367,25/04/2024,Central,Sandwich,Cheese Sandwich,2,251.13,502.26,Regular
T100368,15/03/2024,south point,Snacks,Bagel,1,201.51,201.51,Regular
T100369,22/04/2024,south point,Sandwich,Veg Sandwich,2,171.21,342.42,New
T100370,12/03/2024,NORTH HUB,Tea,Black Tea,2,184.79,369.58,Regular
T100371,05/02/2024,North Hub,Coffee,Latte,4,145.42,581.68,Regular
T100372,07/02/2024,central,Snacks,Cookie,1,329.61,329.61,Regular
T100373,13/04/2024,central,Snacks,Cookie,3,220.87,662.61,New
T100374,24/03/2024,SOUTH POINT,Tea,Masala Tea,1,83.62,83.62,Regular
T100375,08/04/2024,north hub,Sandwich,Chicken Sandwich,2,85.25,170.5,New
T100376,21/04/2024,North Hub,Coffee,Cappuccino,4,342.7,1370.8,New
T100377,29/03/2024,Central,Sandwich,Cheese Sandwich,1,139.79,139.79,New
T100378,08/04/2024,South Point,Pastry,Muffin,1,297.51,297.51,New
T100379,25/01/2024,CENTRAL,Sandwich,Cheese Sandwich,2,95.73,191.46,New
T100380,02/04/2024,NORTH HUB,Snacks,Bagel,2,328.71,657.42,New
T100381,18/01/2024,north hub,Coffee,Latte,1,316.09,316.09,New
T100382,19/04/2024,north hub,Sandwich,Cheese Sandwich,2,234.2,468.4,Regular
T100383,22/03/2024,north hub,Coffee,Americano,2,82.43,164.86,Regular
T100384,06/03/2024,Central,Coffee,Cappuccino,2,149.61,299.22,New
T100385,23/02/2024,Central,Pastry,Danish,2,189.84,379.68,New
T100386,04/02/2024,CENTRAL,Pastry,Muffin,2,204.22,408.44,New
T100387,20/03/2024,North Hub,Snacks,Bagel,4,160.37,641.48,New
T100388,01/03/2024,north hub,Tea,Green Tea,2,88.9,177.8,New
T100389,10/02/2024,central,Coffee,Espresso,3,239.33,717.99,New
T100390,09/04/2024,south point,Tea,Masala Tea,1,221.52,221.52,Regular
T100391,02/02/2024,central,Snacks,Brownie,4,156.41,625.64,Regular
T100392,08/03/2024,SOUTH POINT,Coffee,Americano,4,90.25,361.0,New
T100393,02/02/2024,central,Coffee,Americano,2,348.54,697.08,New
T100394,14/01/2024,SOUTH POINT,Tea,Masala Tea,1,210.14,210.14,New
T100395,21/01/2024,South Point,Sandwich,Veg Sandwich,3,284.12,852.36,Regular
T100396,17/02/2024,south point,Pastry,Croissant,2,202.12,404.24,New
T100397,20/01/2024,central,Sandwich,Veg Sandwich,1,91.66,91.66,Regular
T100398,29/04/2024,South Point,Tea,Masala Tea,2,163.59,327.18,Regular
T100399,08/01/2024,NORTH HUB,Pastry,Muffin,2,166.43,332.86,Regular
T100400,07/01/2024,North Hub,Sandwich,Cheese Sandwich,2,306.36,612.72,New
T100401,07/03/2024,South Point,Pastry,Muffin,2,256.64,513.28,New
T100402,17/01/2024,North Hub,Coffee,Espresso,2,154.37,308.74,Regular
T100403,02/02/2024,central,Sandwich,Veg Sandwich,2,341.29,682.58,Regular
T100404,17/02/2024,South Point,Pastry,Muffin,2,166.82,333.64,Regular
T100405,16/03/2024,south point,Pastry,Muffin,3,349.52,1048.56,Regular
T100406,28/02/2024,central,Pastry,Muffin,4,348.96,1395.84,New
T100407,24/04/2024,north hub,Sandwich,Cheese Sandwich,3,131.63,394.89,Regular
T100408,26/03/2024,Central,Snacks,Brownie,2,164.44,328.88,New
T100409,28/04/2024,South Point,Sandwich,Cheese Sandwich,2,211.23,422.46,Regular
T100410,22/01/2024,south point,Tea,Black Tea,3,259.31,777.93,New
T100411,19/04/2024,NORTH HUB,Sandwich,Veg Sandwich,3,222.57,667.71,Regular
T100412,30/01/2024,north hub,Pastry,Croissant,4,341.75,1367.0,New
T100413,07/02/2024,NORTH HUB,Coffee,Latte,3,275.48,826.44,New
T100414,11/04/2024,central,Sandwich,Chicken Sandwich,4,137.25,549.0,New
T100415,18/04/2024,Central,Sandwich,Cheese Sandwich,2,108.38,216.76,Regular
T100416,20/02/2024,South Point,Pastry,Muffin,1,265.87,265.87,New
T100417,23/02/2024,South Point,Coffee,Latte,1,122.78,122.78,Regular
T100418,08/01/2024,central,Coffee,Espresso,1,292.67,292.67,New
T100419,27/01/2024,central,Tea,Green Tea,1,163.98,163.98,New
T100420,27/01/2024,Central,Sandwich,Chicken Sandwich,2,168.26,336.52,Regular
T100421,07/04/2024,south point,Coffee,Espresso,1,82.92,82.92,New
T100422,21/01/2024,south point,Coffee,Americano,3,269.27,807.81,New
T100423,30/01/2024,Central,Snacks,Cookie,3,110.58,331.74,Regular
T100424,06/04/2024,south point,Snacks,Brownie,1,288.68,288.68,New
T100425,28/01/2024,SOUTH POINT,Coffee,Americano,3,212.8,638.4,New
T100426,20/04/2024,North Hub,Tea,Green Tea,4,291.76,1167.04,New
T100427,04/03/2024,Central,Coffee,Espresso,2,237.66,475.32,New
T100428,06/04/2024,Central,Pastry,Croissant,1,102.26,102.26,Regular
T100429,09/03/2024,CENTRAL,Sandwich,Chicken Sandwich,1,286.73,286.73,New
T100430,01/03/2024,north hub,Tea,Black Tea,2,98.85,197.7,New
T100431,17/02/2024,north hub,Pastry,Croissant,3,209.25,627.75,New
T100432,19/01/2024,SOUTH POINT,Tea,Masala Tea,2,126.53,253.06,New
T100433,04/01/2024,central,Pastry,Muffin,2,283.13,566.26,New
T100434,04/02/2024,central,Sandwich,Veg Sandwich,3,326.13,978.39,New
T100435,04/03/2024,NORTH HUB,Sandwich,Cheese Sandwich,2,229.61,459.22,New
T100436,18/02/2024,SOUTH POINT,Snacks,Brownie,3,222.33,666.99,New
T100437,17/01/2024,Central,Pastry,Muffin,3,286.27,858.81,Regular
T100438,13/02/2024,SOUTH POINT,Snacks,Bagel,2,81.37,162.74,Regular
T100439,01/04/2024,SOUTH POINT,Pastry,Muffin,4,327.79,1311.16,Regular
T100440,30/01/2024,SOUTH POINT,Snacks,Brownie,3,133.31,399.93,Regular
T100441,02/04/2024,north hub,Sandwich,Cheese Sandwich,2,345.71,691.42,New
T100442,15/02/2024,SOUTH POINT,Tea,Masala Tea,3,278.79,836.37,New
T100443,26/04/2024,North Hub,Snacks,Cookie,4,289.05,1156.2,Regular
T100444,06/01/2024,central,Pastry,Muffin,4,257.17,1028.68,Regular
T100445,08/04/2024,NORTH HUB,Pastry,Croissant,1,207.35,207.35,Regular
T100446,14/04/2024,North Hub,Sandwich,Cheese Sandwich,3,234.34,703.02,New
T100447,06/02/2024,NORTH HUB,Pastry,Croissant,3,92.53,277.59,New
T100448,24/01/2024,CENTRAL,Coffee,Espresso,2,248.47,496.94,Regular
T100449,02/04/2024,NORTH HUB,Tea,Green Tea,3,249.05,747.15,Regular
T100450,22/04/2024,central,Snacks,Bagel,1,320.62,320.62,Regular
T100451,15/02/2024,central,Tea,Green Tea,4,216.53,866.12,Regular
T100452,22/02/2024,SOUTH POINT,Sandwich,Veg Sandwich,4,100.83,403.32,Regular
T100453,04/04/2024,South Point,Snacks,Brownie,1,162.67,162.67,New
T100454,08/04/2024,CENTRAL,Snacks,Brownie,3,257.02,771.06,Regular
T100455,29/02/2024,Central,Coffee,Latte,3,144.6,433.8,New
T100456,06/04/2024,south point,Sandwich,Veg Sandwich,1,155.74,155.74,Regular
T100457,25/04/2024,NORTH HUB,Pastry,Muffin,2,301.53,603.06,Regular
T100458,03/03/2024,South Point,Coffee,Espresso,4,237.77,951.08,New
T100459,25/03/2024,SOUTH POINT,Coffee,Cappuccino,1,217.3,217.3,Regular
T100460,01/02/2024,north hub,Tea,Masala Tea,1,165.98,165.98,New
T100461,27/03/2024,Central,Tea,Masala Tea,3,277.35,832.05,New
T100462,02/02/2024,South Point,Tea,Masala Tea,4,157.68,630.72,Regular
T100463,07/03/2024,north hub,Coffee,Latte,3,279.01,837.03,Regular
T100464,18/01/2024,CENTRAL,Pastry,Danish,1,98.93,98.93,New
T100465,25/01/2024,SOUTH POINT,Snacks,Brownie,2,313.43,626.86,New
T100466,15/04/2024,Central,Tea,Masala Tea,4,214.88,859.52,Regular
T100467,04/04/2024,Central,Pastry,Danish,1,198.4,198.4,New
T100468,23/02/2024,Central,Sandwich,Chicken Sandwich,1,244.98,244.98,Regular
T100469,27/02/2024,CENTRAL,Tea,Green Tea,2,248.53,497.06,New
T100470,07/03/2024,NORTH HUB,Snacks,Cookie,1,115.65,115.65,Regular
T100471,13/04/2024,CENTRAL,Sandwich,Cheese Sandwich,1,284.18,284.18,New
T100472,15/02/2024,south point,Sandwich,Veg Sandwich,4,154.5,618.0,New
T100473,24/01/2024,central,Snacks,Bagel,4,324.34,1297.36,Regular
T100474,23/04/2024,SOUTH POINT,Tea,Green Tea,4,300.82,1203.28,New
T100475,01/02/2024,CENTRAL,Coffee,Espresso,3,173.49,520.47,New
T100476,16/02/2024,north hub,Snacks,Brownie,2,298.09,596.18,New
T100477,26/03/2024,south point,Snacks,Cookie,4,176.23,704.92,New
T100478,23/01/2024,central,Snacks,Bagel,3,107.26,321.78,New
T100479,06/03/2024,NORTH HUB,Sandwich,Cheese Sandwich,3,339.71,1019.13,New
T100480,27/01/2024,north hub,Pastry,Danish,2,256.2,512.4,New
T100481,15/04/2024,SOUTH POINT,Coffee,Americano,2,203.15,406.3,Regular
T100482,02/01/2024,north hub,Tea,Green Tea,1,187.4,187.4,New
T100483,30/03/2024,central,Tea,Masala Tea,3,167.67,503.01,New
T100484,17/01/2024,north hub,Pastry,Croissant,4,344.99,1379.96,Regular
T100485,13/04/2024,North Hub,Snacks,Bagel,2,116.38,232.76,New
T100486,02/02/2024,South Point,Coffee,Americano,3,165.0,495.0,New
T100487,09/01/2024,NORTH HUB,Tea,Masala Tea,4,211.08,844.32,Regular
T100488,12/02/2024,central,Tea,Masala Tea,3,209.06,627.18,New
T100489,27/04/2024,north hub,Snacks,Cookie,2,207.27,414.54,New
T100490,17/02/2024,South Point,Pastry,Danish,1,127.46,127.46,Regular
T100491,08/02/2024,South Point,Coffee,Latte,3,119.13,357.39,Regular
T100492,02/04/2024,north hub,Pastry,Muffin,4,148.79,595.16,New
T100493,11/02/2024,SOUTH POINT,Pastry,Croissant,2,326.92,653.84,New
T100494,28/04/2024,North Hub,Coffee,Espresso,1,110.52,110.52,Regular
T100495,26/01/2024,CENTRAL,Coffee,Americano,4,284.5,1138.0,New
T100496,08/04/2024,North Hub,Tea,Masala Tea,4,284.54,1138.16,Regular
T100497,19/02/2024,north hub,Tea,Masala Tea,4,298.64,1194.56,Regular
T100498,25/01/2024,NORTH HUB,Coffee,Espresso,3,319.39,958.17,Regular
T100499,24/01/2024,CENTRAL,Sandwich,Veg Sandwich,2,151.02,302.04,New
T100500,13/01/2024,central,Tea,Green Tea,4,140.63,562.52,Regular
T100501,29/02/2024,North Hub,Sandwich,Cheese Sandwich,3,205.69,617.07,Regular
T100502,07/01/2024,north hub,Coffee,Cappuccino,2,151.57,303.14,Regular
T100503,26/02/2024,North Hub,Tea,Green Tea,2,278.26,556.52,New
T100504,05/02/2024,CENTRAL,Pastry,Muffin,3,251.7,755.1,New
T100505,14/02/2024,south point,Coffee,Espresso,3,316.25,948.75,New
T100506,20/01/2024,North Hub,Snacks,Bagel,4,102.34,409.36,Regular
T100507,05/03/2024,central,Sandwich,Chicken Sandwich,2,327.07,654.14,New
T100508,08/01/2024,central,Coffee,Cappuccino,1,159.2,159.2,New
T100509,19/04/2024,Central,Coffee,Latte,3,212.49,637.47,Regular
T100510,16/01/2024,North Hub,Tea,Black Tea,2,198.43,396.86,Regular
T100511,14/01/2024,SOUTH POINT,Tea,Masala Tea,2,285.28,570.56,New
T100512,16/03/2024,South Point,Tea,Masala Tea,4,193.49,773.96,New
T100513,24/04/2024,South Point,Snacks,Cookie,1,334.76,334.76,Regular
T100514,27/03/2024,South Point,Tea,Masala Tea,4,323.68,1294.72,New
T100515,15/01/2024,south point,Coffee,Americano,1,315.48,315.48,Regular
T100516,01/04/2024,Central,Tea,Black Tea,1,99.24,99.24,Regular
T100517,07/04/2024,south point,Pastry,Danish,3,310.65,931.95,New
T100518,06/03/2024,North Hub,Tea,Masala Tea,2,291.04,582.08,New
T100519,01/02/2024,North Hub,Snacks,Cookie,2,107.95,215.9,New
T100520,27/03/2024,North Hub,Pastry,Danish,2,109.0,218.0,New
T100521,03/03/2024,NORTH HUB,Coffee,Americano,1,107.31,107.31,Regular
T100522,26/03/2024,South Point,Coffee,Latte,2,83.06,166.12,New
T100523,20/02/2024,NORTH HUB,Sandwich,Chicken Sandwich,3,228.13,684.39,New
T100524,25/01/2024,Central,Pastry,Muffin,1,342.82,342.82,New
T100525,27/02/2024,south point,Sandwich,Veg Sandwich,1,198.44,198.44,Regular
T100526,03/03/2024,South Point,Pastry,Muffin,1,226.0,226.0,New
T100527,02/03/2024,NORTH HUB,Pastry,Croissant,1,341.35,341.35,New
T100528,22/01/2024,NORTH HUB,Snacks,Cookie,3,148.9,446.7,Regular
T100529,27/02/2024,north hub,Sandwich,Cheese Sandwich,2,311.79,623.58,Regular
T100530,27/02/2024,NORTH HUB,Snacks,Brownie,3,227.53,682.59,Regular
T100531,26/03/2024,SOUTH POINT,Pastry,Croissant,2,233.76,467.52,Regular
T100532,18/02/2024,SOUTH POINT,Coffee,Latte,3,172.66,517.98,Regular
T100533,21/02/2024,south point,Pastry,Muffin,4,231.63,926.52,New
T100534,11/02/2024,SOUTH POINT,Snacks,Brownie,4,99.75,399.0,Regular
T100535,10/03/2024,south point,Sandwich,Cheese Sandwich,4,286.45,1145.8,Regular
T100536,15/01/2024,south point,Sandwich,Cheese Sandwich,4,156.87,627.48,Regular
T100537,23/02/2024,Central,Snacks,Cookie,1,319.65,319.65,Regular
T100538,16/04/2024,north hub,Sandwich,Cheese Sandwich,1,179.32,179.32,Regular
T100539,29/02/2024,North Hub,Tea,Black Tea,3,118.56,355.68,Regular
T100540,10/04/2024,central,Coffee,Latte,3,267.89,803.67,Regular
T100541,06/04/2024,south point,Coffee,Americano,4,124.44,497.76,Regular
T100542,08/01/2024,CENTRAL,Coffee,Americano,2,283.49,566.98,New
T100543,22/02/2024,North Hub,Sandwich,Cheese Sandwich,4,341.39,1365.56,New
T100544,29/02/2024,South Point,Sandwich,Chicken Sandwich,3,290.48,871.44,New
T100545,17/04/2024,SOUTH POINT,Pastry,Croissant,4,86.06,344.24,Regular
T100546,17/04/2024,central,Pastry,Muffin,3,241.97,725.91,Regular
T100547,05/01/2024,CENTRAL,Coffee,Espresso,4,267.76,1071.04,Regular
T100548,12/04/2024,North Hub,Tea,Green Tea,2,302.87,605.74,New
T100549,08/03/2024,Central,Pastry,Danish,4,95.12,380.48,Regular
T100550,06/01/2024,South Point,Pastry,Danish,2,209.63,419.26,Regular
T100551,18/04/2024,central,Sandwich,Cheese Sandwich,2,224.55,449.1,Regular
T100552,05/04/2024,north hub,Tea,Masala Tea,3,125.66,376.98,New
T100553,25/04/2024,Central,Coffee,Cappuccino,2,167.06,334.12,New
T100554,03/04/2024,CENTRAL,Pastry,Croissant,1,198.86,198.86,Regular
T100555,16/02/2024,central,Tea,Black Tea,1,304.97,304.97,New
T100556,08/04/2024,Central,Tea,Black Tea,1,330.94,330.94,Regular
T100557,24/02/2024,South Point,Coffee,Latte,3,249.67,749.01,Regular
T100558,09/02/2024,north hub,Tea,Masala Tea,1,186.64,186.64,New
T100559,21/02/2024,Central,Tea,Green Tea,3,148.59,445.77,New
T100560,16/01/2024,NORTH HUB,Tea,Masala Tea,3,345.18,1035.54,New
T100561,13/01/2024,north hub,Pastry,Danish,1,345.42,345.42,New
T100562,23/04/2024,CENTRAL,Coffee,Americano,2,329.74,659.48,Regular
T100563,15/04/2024,South Point,Tea,Masala Tea,4,292.13,1168.52,Regular
T100564,30/01/2024,SOUTH POINT,Tea,Green Tea,3,167.96,503.88,New
T100565,19/01/2024,SOUTH POINT,Pastry,Danish,1,300.59,300.59,New
T100566,17/01/2024,SOUTH POINT,Coffee,Espresso,3,190.37,571.11,Regular
T100567,29/04/2024,central,Sandwich,Chicken Sandwich,2,168.23,336.46,Regular
T100568,03/03/2024,CENTRAL,Pastry,Muffin,2,281.11,562.22,Regular
T100569,19/01/2024,South Point,Coffee,Espresso,1,101.51,101.51,Regular
T100570,01/04/2024,north hub,Tea,Black Tea,3,93.11,279.33,New
T100571,27/02/2024,central,Coffee,Latte,4,200.95,803.8,New
T100572,24/02/2024,CENTRAL,Coffee,Americano,4,200.32,801.28,New
T100573,30/03/2024,NORTH HUB,Coffee,Latte,3,321.82,965.46,Regular
T100574,10/04/2024,South Point,Sandwich,Cheese Sandwich,3,114.06,342.18,Regular
T100575,30/03/2024,SOUTH POINT,Coffee,Latte,3,113.29,339.87,New
T100576,26/04/2024,Central,Sandwich,Veg Sandwich,1,119.81,119.81,New
T100577,02/03/2024,South Point,Tea,Masala Tea,2,88.03,176.06,New
T100578,23/01/2024,south point,Sandwich,Chicken Sandwich,4,99.37,397.48,Regular
T100579,09/01/2024,CENTRAL,Tea,Black Tea,1,258.16,258.16,New
T100580,12/01/2024,North Hub,Tea,Green Tea,3,196.53,589.59,Regular
T100581,26/04/2024,NORTH HUB,Sandwich,Cheese Sandwich,3,286.17,858.51,New
T100582,01/01/2024,South Point,Pastry,Muffin,2,348.0,696.0,New
T100583,27/02/2024,North Hub,Snacks,Cookie,3,257.94,773.82,New
T100584,01/01/2024,south point,Coffee,Cappuccino,1,93.62,93.62,Regular
T100585,20/04/2024,north hub,Snacks,Bagel,1,108.23,108.23,Regular
T100586,03/02/2024,Central,Coffee,Cappuccino,2,317.87,635.74,Regular
T100587,05/04/2024,North Hub,Coffee,Espresso,1,222.42,222.42,Regular
T100588,27/04/2024,CENTRAL,Tea,Masala Tea,4,302.71,1210.84,Regular
T100589,17/02/2024,SOUTH POINT,Coffee,Cappuccino,1,311.29,311.29,Regular
T100590,29/03/2024,south point,Coffee,Latte,1,330.47,330.47,New
T100591,13/04/2024,Central,Sandwich,Veg Sandwich,1,336.45,336.45,Regular
T100592,18/04/2024,NORTH HUB,Snacks,Brownie,4,229.8,919.2,New
T100593,26/04/2024,SOUTH POINT,Sandwich,Veg Sandwich,3,172.08,516.24,Regular
T100594,01/01/2024,South Point,Coffee,Espresso,1,339.7,339.7,New
T100595,16/01/2024,North Hub,Tea,Masala Tea,2,227.8,455.6,New
T100596,01/03/2024,Central,Sandwich,Veg Sandwich,4,97.35,389.4,Regular
T100597,12/04/2024,central,Sandwich,Veg Sandwich,2,253.55,507.1,New
T100598,04/03/2024,north hub,Pastry,Danish,1,238.67,238.67,Regular
T100599,03/03/2024,north hub,Coffee,Espresso,2,321.86,643.72,Regular
T100600,09/03/2024,south point,Tea,Black Tea,1,256.36,256.36,Regular
T100601,22/01/2024,NORTH HUB,Sandwich,Veg Sandwich,4,174.24,696.96,Regular
T100602,02/04/2024,south point,Sandwich,Veg Sandwich,2,340.88,681.76,New
T100603,28/04/2024,central,Tea,Black Tea,2,296.44,592.88,Regular
T100604,07/03/2024,CENTRAL,Coffee,Espresso,1,250.21,250.21,New
T100605,16/03/2024,NORTH HUB,Pastry,Muffin,1,159.09,159.09,New
T100606,26/01/2024,CENTRAL,Sandwich,Chicken Sandwich,3,180.86,542.58,New
T100607,16/01/2024,NORTH HUB,Pastry,Croissant,1,260.89,260.89,Regular
T100608,20/02/2024,NORTH HUB,Snacks,Cookie,1,99.43,99.43,New
T100609,10/04/2024,central,Coffee,Americano,3,149.3,447.9,Regular
T100610,26/03/2024,South Point,Snacks,Bagel,1,272.75,272.75,New
T100611,26/02/2024,central,Snacks,Brownie,1,209.6,209.6,Regular
T100612,29/01/2024,NORTH HUB,Snacks,Brownie,3,188.65,565.95,Regular
T100613,18/03/2024,Central,Coffee,Cappuccino,4,120.89,483.56,Regular
T100614,01/04/2024,CENTRAL,Coffee,Cappuccino,4,199.3,797.2,Regular
T100615,09/03/2024,central,Tea,Black Tea,1,288.09,288.09,New
T100616,16/02/2024,South Point,Pastry,Croissant,1,151.28,151.28,New
T100617,22/04/2024,North Hub,Pastry,Danish,3,81.46,244.38,Regular
T100618,03/04/2024,south point,Tea,Black Tea,3,260.5,781.5,New
T100619,19/04/2024,NORTH HUB,Tea,Masala Tea,4,342.61,1370.44,Regular
T100620,02/03/2024,North Hub,Snacks,Cookie,2,243.84,487.68,Regular
T100621,25/04/2024,north hub,Tea,Green Tea,1,112.38,112.38,New
T100622,09/03/2024,SOUTH POINT,Sandwich,Chicken Sandwich,2,166.6,333.2,Regular
T100623,16/03/2024,South Point,Pastry,Muffin,2,314.26,628.52,Regular
T100624,16/01/2024,SOUTH POINT,Tea,Black Tea,3,142.79,428.37,Regular
T100625,30/03/2024,South Point,Sandwich,Cheese Sandwich,1,244.08,244.08,Regular
T100626,30/03/2024,Central,Sandwich,Chicken Sandwich,1,188.72,188.72,Regular
T100627,17/02/2024,south point,Sandwich,Chicken Sandwich,3,136.12,408.36,New
T100628,25/03/2024,North Hub,Sandwich,Chicken Sandwich,2,299.62,599.24,New
T100629,08/02/2024,CENTRAL,Snacks,Brownie,3,280.56,841.68,New
T100630,09/04/2024,South Point,Sandwich,Veg Sandwich,4,258.63,1034.52,Regular
T100631,02/02/2024,CENTRAL,Snacks,Brownie,1,143.81,143.81,Regular
T100632,03/04/2024,south point,Snacks,Cookie,4,106.42,425.68,Regular
T100633,10/04/2024,NORTH HUB,Sandwich,Chicken Sandwich,3,235.56,706.68,Regular
T100634,23/01/2024,north hub,Pastry,Croissant,1,229.49,229.49,Regular
T100635,10/01/2024,North Hub,Sandwich,Veg Sandwich,4,130.86,523.44,Regular
T100636,27/04/2024,south point,Sandwich,Chicken Sandwich,4,95.19,380.76,New
T100637,09/03/2024,south point,Sandwich,Cheese Sandwich,2,101.79,203.58,Regular
T100638,09/04/2024,Central,Pastry,Croissant,1,348.05,348.05,New
T100639,03/02/2024,SOUTH POINT,Coffee,Latte,4,291.57,1166.28,Regular
T100640,21/02/2024,north hub,Coffee,Latte,4,328.94,1315.76,New
T100641,04/04/2024,North Hub,Snacks,Bagel,2,132.66,265.32,Regular
T100642,10/01/2024,NORTH HUB,Snacks,Cookie,4,339.35,1357.4,New
T100643,19/01/2024,NORTH HUB,Pastry,Muffin,4,118.52,474.08,New
T100644,27/02/2024,central,Tea,Green Tea,4,217.45,869.8,Regular
T100645,05/04/2024,south point,Coffee,Espresso,2,304.02,608.04,Regular
T100646,01/01/2024,South Point,Snacks,Bagel,4,174.45,697.8,New
T100647,29/04/2024,Central,Coffee,Cappuccino,4,194.7,778.8,Regular
T100648,09/03/2024,north hub,Pastry,Muffin,1,114.61,114.61,Regular
T100649,18/04/2024,NORTH HUB,Pastry,Croissant,1,113.19,113.19,Regular
T100650,04/01/2024,North Hub,Tea,Black Tea,2,247.28,494.56,New
T100651,16/01/2024,central,Tea,Black Tea,3,262.39,787.17,Regular
T100652,24/01/2024,North Hub,Pastry,Danish,1,289.88,289.88,New
T100653,20/03/2024,Central,Snacks,Cookie,2,230.3,460.6,New
T100654,28/04/2024,South Point,Coffee,Espresso,4,254.36,1017.44,Regular
T100655,02/01/2024,central,Sandwich,Cheese Sandwich,4,83.65,334.6,New
T100656,22/04/2024,central,Tea,Green Tea,2,123.79,247.58,Regular
T100657,01/04/2024,SOUTH POINT,Sandwich,Cheese Sandwich,4,345.93,1383.72,Regular
T100658,01/02/2024,north hub,Snacks,Bagel,4,100.52,402.08,New
T100659,31/03/2024,central,Tea,Green Tea,3,263.27,789.81,New
T100660,24/03/2024,SOUTH POINT,Sandwich,Veg Sandwich,4,127.54,510.16,New
T100661,24/01/2024,SOUTH POINT,Snacks,Brownie,1,273.51,273.51,New
T100662,12/01/2024,Central,Coffee,Latte,4,270.62,1082.48,New
T100663,19/02/2024,CENTRAL,Snacks,Bagel,2,143.23,286.46,Regular
T100664,04/02/2024,North Hub,Tea,Masala Tea,3,152.8,458.4,New
T100665,02/02/2024,South Point,Pastry,Croissant,4,256.79,1027.16,Regular
T100666,02/02/2024,North Hub,Coffee,Americano,2,185.32,370.64,Regular
T100667,01/03/2024,central,Sandwich,Cheese Sandwich,1,132.53,132.53,New
T100668,20/02/2024,South Point,Tea,Masala Tea,4,277.55,1110.2,New
T100669,12/02/2024,NORTH HUB,Pastry,Danish,3,121.62,364.86,New
T100670,10/04/2024,CENTRAL,Snacks,Cookie,4,311.02,1244.08,New
T100671,12/01/2024,NORTH HUB,Pastry,Croissant,2,218.96,437.92,New
T100672,07/03/2024,NORTH HUB,Tea,Masala Tea,3,108.54,325.62,Regular
T100673,05/03/2024,north hub,Tea,Black Tea,4,267.4,1069.6,Regular
T100674,02/02/2024,North Hub,Pastry,Danish,1,220.17,220.17,Regular
T100675,09/02/2024,Central,Snacks,Bagel,3,160.48,481.44,New
T100676,14/03/2024,NORTH HUB,Pastry,Danish,1,194.09,194.09,New
T100677,12/02/2024,central,Tea,Green Tea,2,160.55,321.1,Regular
T100678,13/02/2024,CENTRAL,Tea,Masala Tea,4,151.02,604.08,New
T100679,29/01/2024,south point,Sandwich,Veg Sandwich,1,124.17,124.17,New
T100680,13/01/2024,NORTH HUB,Sandwich,Veg Sandwich,2,177.95,355.9,New
T100681,12/01/2024,CENTRAL,Coffee,Espresso,4,147.77,591.08,Regular
T100682,04/04/2024,South Point,Tea,Black Tea,2,264.53,529.06,New
T100683,15/02/2024,North Hub,Sandwich,Cheese Sandwich,1,264.65,264.65,Regular
T100684,02/01/2024,SOUTH POINT,Pastry,Danish,2,215.5,431.0,New
T100685,24/04/2024,north hub,Snacks,Cookie,3,290.05,870.15,New
T100686,23/04/2024,CENTRAL,Pastry,Danish,4,307.16,1228.64,Regular
T100687,04/02/2024,central,Snacks,Cookie,2,236.54,473.08,New
T100688,27/03/2024,central,Sandwich,Cheese Sandwich,1,247.11,247.11,New
T100689,21/03/2024,CENTRAL,Coffee,Cappuccino,4,156.38,625.52,New
